date,region,channel,category,product,units,unit_price,discount_pct,revenue,unit_cost,cost,gross_profit
2025-03-21,North America,Online,Media & Entertainment,Vinyl Record,6,27.99,0.0,167.94,16.79,100.74,67.2
2025-03-21,UK & Ireland,Online,Media & Entertainment,Blu-ray Box Set,1,39.99,0.25,29.99,29.99,29.99,0.0
2025-03-22,APAC,In-store,Beauty & Wellness,Collagen Powder,8,34.99,0.1,251.93,14.0,112.0,139.93
2025-03-22,APAC,Online,Beauty & Wellness,Collagen Powder,5,34.99,0.0,174.95,14.0,70.0,104.95
2025-03-22,APAC,Online,Home & Kitchen,Cookware Set,3,129.99,0.0,389.97,84.49,253.47,136.5
2025-03-22,APAC,Online,Media & Entertainment,Vinyl Record,2,27.99,0.15,47.58,16.79,33.58,14.0
2025-03-22,EMEA,In-store,Electronics,Smart Speaker,9,49.99,0.15,382.42,34.99,314.91,67.51
2025-03-22,EMEA,In-store,Electronics,USB-C Charger,11,19.99,0.2,175.91,10.99,120.89,55.02
2025-03-22,EMEA,Online,Media & Entertainment,Blu-ray Box Set,8,39.99,0.0,319.92,29.99,239.92,80.0
2025-03-22,LATAM,Online,Electronics,USB-C Charger,5,19.99,0.0,99.95,10.99,54.95,45.0
2025-03-22,North America,Online,Electronics,Smart Speaker,6,49.99,0.0,299.94,34.99,209.94,90.0
2025-03-22,UK & Ireland,In-store,Apparel,Denim Jacket,3,69.99,0.15,178.47,34.99,104.97,73.5
2025-03-22,UK & Ireland,In-store,Beauty & Wellness,Electric Toothbrush,2,59.99,0.25,89.98,32.99,65.98,24.0
2025-03-22,UK & Ireland,In-store,Beauty & Wellness,Vitamin C Serum,10,29.99,0.0,299.9,10.5,105.0,194.9
2025-03-22,UK & Ireland,Online,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2025-03-22,UK & Ireland,Online,Beauty & Wellness,Collagen Powder,5,34.99,0.0,174.95,14.0,70.0,104.95
2025-03-23,APAC,In-store,Apparel,Running Tee,7,24.99,0.0,174.93,11.25,78.75,96.18
2025-03-23,EMEA,In-store,Home & Kitchen,Air Fryer,5,89.99,0.25,337.46,62.99,314.95,22.51
2025-03-23,EMEA,Online,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2025-03-23,LATAM,In-store,Apparel,Running Tee,3,24.99,0.0,74.97,11.25,33.75,41.22
2025-03-23,LATAM,Online,Apparel,Denim Jacket,2,69.99,0.2,111.98,34.99,69.98,42.0
2025-03-23,North America,In-store,Electronics,Smart Speaker,11,49.99,0.0,549.89,34.99,384.89,165.0
2025-03-23,North America,In-store,Home & Kitchen,Cookware Set,4,129.99,0.0,519.96,84.49,337.96,182.0
2025-03-23,North America,In-store,Media & Entertainment,Blu-ray Box Set,9,39.99,0.15,305.92,29.99,269.91,36.01
2025-03-23,North America,Online,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2025-03-23,UK & Ireland,In-store,Beauty & Wellness,Collagen Powder,9,34.99,0.0,314.91,14.0,126.0,188.91
2025-03-23,UK & Ireland,Online,Home & Kitchen,Coffee Grinder,7,39.99,0.0,279.93,23.99,167.93,112.0
2025-03-24,APAC,In-store,Apparel,Denim Jacket,3,69.99,0.0,209.97,34.99,104.97,105.0
2025-03-24,APAC,Online,Apparel,Wool Socks 3-pack,1,14.99,0.0,14.99,6.0,6.0,8.99
2025-03-24,EMEA,In-store,Electronics,USB-C Charger,6,19.99,0.0,119.94,10.99,65.94,54.0
2025-03-24,EMEA,Online,Electronics,Smart Speaker,5,49.99,0.0,249.95,34.99,174.95,75.0
2025-03-24,EMEA,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2025-03-24,North America,In-store,Apparel,Running Tee,7,24.99,0.0,174.93,11.25,78.75,96.18
2025-03-24,North America,In-store,Electronics,USB-C Charger,12,19.99,0.0,239.88,10.99,131.88,108.0
2025-03-24,North America,Online,Electronics,Smart Speaker,6,49.99,0.15,254.95,34.99,209.94,45.01
2025-03-24,North America,Online,Media & Entertainment,Board Game,3,34.99,0.2,83.98,19.24,57.72,26.26
2025-03-24,UK & Ireland,In-store,Media & Entertainment,Vinyl Record,3,27.99,0.0,83.97,16.79,50.37,33.6
2025-03-24,UK & Ireland,Online,Media & Entertainment,Board Game,2,34.99,0.0,69.98,19.24,38.48,31.5
2025-03-25,APAC,Online,Beauty & Wellness,Collagen Powder,4,34.99,0.0,139.96,14.0,56.0,83.96
2025-03-25,APAC,Online,Media & Entertainment,Board Game,1,34.99,0.0,34.99,19.24,19.24,15.75
2025-03-25,EMEA,In-store,Beauty & Wellness,Electric Toothbrush,3,59.99,0.1,161.97,32.99,98.97,63.0
2025-03-25,EMEA,In-store,Home & Kitchen,Coffee Grinder,6,39.99,0.0,239.94,23.99,143.94,96.0
2025-03-25,EMEA,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2025-03-25,LATAM,In-store,Apparel,Running Tee,6,24.99,0.0,149.94,11.25,67.5,82.44
2025-03-25,North America,In-store,Media & Entertainment,Blu-ray Box Set,4,39.99,0.25,119.97,29.99,119.96,0.01
2025-03-25,North America,In-store,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2025-03-25,North America,Online,Apparel,Wool Socks 3-pack,9,14.99,0.0,134.91,6.0,54.0,80.91
2025-03-25,North America,Online,Beauty & Wellness,Vitamin C Serum,5,29.99,0.0,149.95,10.5,52.5,97.45
2025-03-25,North America,Online,Electronics,Wireless Earbuds,2,79.99,0.0,159.98,51.99,103.98,56.0
2025-03-25,UK & Ireland,Online,Apparel,Wool Socks 3-pack,5,14.99,0.0,74.95,6.0,30.0,44.95
2025-03-25,UK & Ireland,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.0,79.98,29.99,59.98,20.0
2025-03-26,APAC,In-store,Home & Kitchen,Air Fryer,7,89.99,0.0,629.93,62.99,440.93,189.0
2025-03-26,LATAM,Online,Apparel,Running Tee,4,24.99,0.25,74.97,11.25,45.0,29.97
2025-03-26,North America,In-store,Media & Entertainment,Board Game,11,34.99,0.0,384.89,19.24,211.64,173.25
2025-03-26,North America,Online,Beauty & Wellness,Vitamin C Serum,2,29.99,0.0,59.98,10.5,21.0,38.98
2025-03-26,UK & Ireland,In-store,Electronics,Wireless Earbuds,7,79.99,0.25,419.95,51.99,363.93,56.02
2025-03-26,UK & Ireland,In-store,Media & Entertainment,Vinyl Record,3,27.99,0.0,83.97,16.79,50.37,33.6
2025-03-26,UK & Ireland,Online,Beauty & Wellness,Vitamin C Serum,1,29.99,0.2,23.99,10.5,10.5,13.49
2025-03-27,APAC,In-store,Beauty & Wellness,Collagen Powder,2,34.99,0.0,69.98,14.0,28.0,41.98
2025-03-27,APAC,In-store,Home & Kitchen,Air Fryer,6,89.99,0.0,539.94,62.99,377.94,162.0
2025-03-27,APAC,Online,Electronics,Wireless Earbuds,8,79.99,0.0,639.92,51.99,415.92,224.0
2025-03-27,EMEA,Online,Apparel,Wool Socks 3-pack,2,14.99,0.0,29.98,6.0,12.0,17.98
2025-03-27,EMEA,Online,Electronics,Wireless Earbuds,4,79.99,0.25,239.97,51.99,207.96,32.01
2025-03-27,LATAM,Online,Apparel,Wool Socks 3-pack,3,14.99,0.0,44.97,6.0,18.0,26.97
2025-03-27,LATAM,Online,Beauty & Wellness,Electric Toothbrush,1,59.99,0.0,59.99,32.99,32.99,27.0
2025-03-27,North America,In-store,Home & Kitchen,Cookware Set,4,129.99,0.15,441.97,84.49,337.96,104.01
2025-03-27,UK & Ireland,In-store,Apparel,Denim Jacket,9,69.99,0.2,503.93,34.99,314.91,189.02
2025-03-27,UK & Ireland,In-store,Home & Kitchen,Air Fryer,3,89.99,0.25,202.48,62.99,188.97,13.51
2025-03-27,UK & Ireland,Online,Electronics,USB-C Charger,12,19.99,0.0,239.88,10.99,131.88,108.0
2025-03-28,APAC,In-store,Apparel,Running Tee,8,24.99,0.2,159.94,11.25,90.0,69.94
2025-03-28,APAC,In-store,Beauty & Wellness,Electric Toothbrush,4,59.99,0.25,179.97,32.99,131.96,48.01
2025-03-28,APAC,Online,Apparel,Running Tee,1,24.99,0.0,24.99,11.25,11.25,13.74
2025-03-28,APAC,Online,Beauty & Wellness,Vitamin C Serum,4,29.99,0.2,95.97,10.5,42.0,53.97
2025-03-28,APAC,Online,Media & Entertainment,Vinyl Record,2,27.99,0.2,44.78,16.79,33.58,11.2
2025-03-28,EMEA,In-store,Media & Entertainment,Blu-ray Box Set,10,39.99,0.2,319.92,29.99,299.9,20.02
2025-03-28,EMEA,Online,Beauty & Wellness,Vitamin C Serum,8,29.99,0.0,239.92,10.5,84.0,155.92
2025-03-28,LATAM,In-store,Electronics,Wireless Earbuds,8,79.99,0.25,479.94,51.99,415.92,64.02
2025-03-28,North America,In-store,Home & Kitchen,Coffee Grinder,5,39.99,0.0,199.95,23.99,119.95,80.0
2025-03-28,North America,In-store,Home & Kitchen,Cookware Set,7,129.99,0.0,909.93,84.49,591.43,318.5
2025-03-28,North America,Online,Media & Entertainment,Blu-ray Box Set,5,39.99,0.0,199.95,29.99,149.95,50.0
2025-03-28,UK & Ireland,In-store,Beauty & Wellness,Vitamin C Serum,5,29.99,0.0,149.95,10.5,52.5,97.45
2025-03-28,UK & Ireland,In-store,Home & Kitchen,Air Fryer,2,89.99,0.0,179.98,62.99,125.98,54.0
2025-03-28,UK & Ireland,Online,Apparel,Denim Jacket,2,69.99,0.25,104.98,34.99,69.98,35.0
2025-03-28,UK & Ireland,Online,Apparel,Wool Socks 3-pack,3,14.99,0.1,40.47,6.0,18.0,22.47
2025-03-29,EMEA,In-store,Apparel,Wool Socks 3-pack,10,14.99,0.15,127.42,6.0,60.0,67.42
2025-03-29,EMEA,In-store,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2025-03-29,EMEA,Online,Home & Kitchen,Air Fryer,5,89.99,0.2,359.96,62.99,314.95,45.01
2025-03-29,EMEA,Online,Media & Entertainment,Board Game,4,34.99,0.15,118.97,19.24,76.96,42.01
2025-03-29,LATAM,Online,Apparel,Wool Socks 3-pack,2,14.99,0.2,23.98,6.0,12.0,11.98
2025-03-29,LATAM,Online,Beauty & Wellness,Electric Toothbrush,3,59.99,0.0,179.97,32.99,98.97,81.0
2025-03-29,North America,In-store,Beauty & Wellness,Collagen Powder,19,34.99,0.0,664.81,14.0,266.0,398.81
2025-03-29,North America,In-store,Electronics,USB-C Charger,14,19.99,0.15,237.88,10.99,153.86,84.02
2025-03-29,North America,Online,Electronics,USB-C Charger,8,19.99,0.0,159.92,10.99,87.92,72.0
2025-03-29,North America,Online,Electronics,Wireless Earbuds,4,79.99,0.0,319.96,51.99,207.96,112.0
2025-03-29,North America,Online,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2025-03-29,UK & Ireland,In-store,Media & Entertainment,Blu-ray Box Set,8,39.99,0.0,319.92,29.99,239.92,80.0
2025-03-29,UK & Ireland,In-store,Media & Entertainment,Board Game,4,34.99,0.0,139.96,19.24,76.96,63.0
2025-03-29,UK & Ireland,Online,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2025-03-30,APAC,In-store,Beauty & Wellness,Collagen Powder,7,34.99,0.0,244.93,14.0,98.0,146.93
2025-03-30,APAC,In-store,Electronics,USB-C Charger,13,19.99,0.0,259.87,10.99,142.87,117.0
2025-03-30,APAC,Online,Media & Entertainment,Board Game,3,34.99,0.25,78.73,19.24,57.72,21.01
2025-03-30,EMEA,In-store,Beauty & Wellness,Electric Toothbrush,8,59.99,0.0,479.92,32.99,263.92,216.0
2025-03-30,EMEA,In-store,Electronics,USB-C Charger,18,19.99,0.0,359.82,10.99,197.82,162.0
2025-03-30,EMEA,Online,Electronics,USB-C Charger,12,19.99,0.0,239.88,10.99,131.88,108.0
2025-03-30,EMEA,Online,Media & Entertainment,Blu-ray Box Set,2,39.99,0.0,79.98,29.99,59.98,20.0
2025-03-30,LATAM,In-store,Home & Kitchen,Air Fryer,5,89.99,0.2,359.96,62.99,314.95,45.01
2025-03-30,LATAM,In-store,Home & Kitchen,Coffee Grinder,6,39.99,0.15,203.95,23.99,143.94,60.01
2025-03-30,LATAM,Online,Apparel,Running Tee,2,24.99,0.0,49.98,11.25,22.5,27.48
2025-03-30,LATAM,Online,Beauty & Wellness,Collagen Powder,5,34.99,0.0,174.95,14.0,70.0,104.95
2025-03-30,LATAM,Online,Home & Kitchen,Air Fryer,5,89.99,0.0,449.95,62.99,314.95,135.0
2025-03-30,North America,In-store,Home & Kitchen,Cookware Set,1,129.99,0.0,129.99,84.49,84.49,45.5
2025-03-30,North America,In-store,Media & Entertainment,Blu-ray Box Set,11,39.99,0.15,373.91,29.99,329.89,44.02
2025-03-30,North America,Online,Apparel,Running Tee,6,24.99,0.0,149.94,11.25,67.5,82.44
2025-03-30,North America,Online,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2025-03-30,North America,Online,Media & Entertainment,Blu-ray Box Set,1,39.99,0.25,29.99,29.99,29.99,0.0
2025-03-30,UK & Ireland,In-store,Home & Kitchen,Air Fryer,7,89.99,0.25,472.45,62.99,440.93,31.52
2025-03-30,UK & Ireland,Online,Home & Kitchen,Air Fryer,6,89.99,0.1,485.95,62.99,377.94,108.01
2025-03-30,UK & Ireland,Online,Home & Kitchen,Cookware Set,3,129.99,0.0,389.97,84.49,253.47,136.5
2025-03-31,APAC,Online,Apparel,Running Tee,1,24.99,0.0,24.99,11.25,11.25,13.74
2025-03-31,APAC,Online,Media & Entertainment,Board Game,3,34.99,0.0,104.97,19.24,57.72,47.25
2025-03-31,EMEA,In-store,Media & Entertainment,Blu-ray Box Set,3,39.99,0.0,119.97,29.99,89.97,30.0
2025-03-31,EMEA,Online,Electronics,Smart Speaker,5,49.99,0.1,224.96,34.99,174.95,50.01
2025-03-31,LATAM,In-store,Apparel,Wool Socks 3-pack,8,14.99,0.15,101.93,6.0,48.0,53.93
2025-03-31,LATAM,Online,Electronics,Wireless Earbuds,3,79.99,0.0,239.97,51.99,155.97,84.0
2025-03-31,LATAM,Online,Home & Kitchen,Coffee Grinder,5,39.99,0.0,199.95,23.99,119.95,80.0
2025-03-31,North America,Online,Home & Kitchen,Coffee Grinder,1,39.99,0.0,39.99,23.99,23.99,16.0
2025-03-31,UK & Ireland,Online,Electronics,Wireless Earbuds,7,79.99,0.0,559.93,51.99,363.93,196.0
2025-03-31,UK & Ireland,Online,Media & Entertainment,Vinyl Record,6,27.99,0.0,167.94,16.79,100.74,67.2
2025-04-01,APAC,In-store,Beauty & Wellness,Electric Toothbrush,1,59.99,0.1,53.99,32.99,32.99,21.0
2025-04-01,APAC,In-store,Home & Kitchen,Cookware Set,4,129.99,0.0,519.96,84.49,337.96,182.0
2025-04-01,APAC,In-store,Media & Entertainment,Blu-ray Box Set,2,39.99,0.0,79.98,29.99,59.98,20.0
2025-04-01,APAC,Online,Media & Entertainment,Board Game,2,34.99,0.25,52.48,19.24,38.48,14.0
2025-04-01,EMEA,In-store,Apparel,Running Tee,13,24.99,0.25,243.65,11.25,146.25,97.4
2025-04-01,EMEA,In-store,Beauty & Wellness,Vitamin C Serum,5,29.99,0.0,149.95,10.5,52.5,97.45
2025-04-01,EMEA,Online,Electronics,Smart Speaker,2,49.99,0.15,84.98,34.99,69.98,15.0
2025-04-01,EMEA,Online,Media & Entertainment,Board Game,4,34.99,0.0,139.96,19.24,76.96,63.0
2025-04-01,LATAM,In-store,Home & Kitchen,Cookware Set,2,129.99,0.0,259.98,84.49,168.98,91.0
2025-04-01,LATAM,Online,Beauty & Wellness,Electric Toothbrush,5,59.99,0.2,239.96,32.99,164.95,75.01
2025-04-01,LATAM,Online,Beauty & Wellness,Vitamin C Serum,2,29.99,0.0,59.98,10.5,21.0,38.98
2025-04-01,North America,In-store,Home & Kitchen,Air Fryer,11,89.99,0.15,841.41,62.99,692.89,148.52
2025-04-01,North America,In-store,Media & Entertainment,Blu-ray Box Set,2,39.99,0.0,79.98,29.99,59.98,20.0
2025-04-01,North America,In-store,Media & Entertainment,Vinyl Record,4,27.99,0.1,100.76,16.79,67.16,33.6
2025-04-01,North America,Online,Apparel,Wool Socks 3-pack,2,14.99,0.0,29.98,6.0,12.0,17.98
2025-04-01,North America,Online,Beauty & Wellness,Electric Toothbrush,8,59.99,0.0,479.92,32.99,263.92,216.0
2025-04-01,UK & Ireland,In-store,Electronics,Wireless Earbuds,8,79.99,0.0,639.92,51.99,415.92,224.0
2025-04-02,APAC,In-store,Electronics,USB-C Charger,16,19.99,0.15,271.86,10.99,175.84,96.02
2025-04-02,EMEA,In-store,Beauty & Wellness,Collagen Powder,6,34.99,0.15,178.45,14.0,84.0,94.45
2025-04-02,EMEA,Online,Beauty & Wellness,Electric Toothbrush,5,59.99,0.1,269.95,32.99,164.95,105.0
2025-04-02,LATAM,In-store,Apparel,Running Tee,6,24.99,0.15,127.45,11.25,67.5,59.95
2025-04-02,LATAM,In-store,Home & Kitchen,Air Fryer,5,89.99,0.0,449.95,62.99,314.95,135.0
2025-04-02,LATAM,Online,Electronics,Wireless Earbuds,2,79.99,0.0,159.98,51.99,103.98,56.0
2025-04-02,North America,In-store,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2025-04-02,North America,Online,Beauty & Wellness,Electric Toothbrush,4,59.99,0.15,203.97,32.99,131.96,72.01
2025-04-02,North America,Online,Electronics,Smart Speaker,3,49.99,0.0,149.97,34.99,104.97,45.0
2025-04-02,North America,Online,Home & Kitchen,Air Fryer,2,89.99,0.0,179.98,62.99,125.98,54.0
2025-04-02,UK & Ireland,In-store,Electronics,USB-C Charger,5,19.99,0.1,89.95,10.99,54.95,35.0
2025-04-02,UK & Ireland,In-store,Home & Kitchen,Cookware Set,3,129.99,0.0,389.97,84.49,253.47,136.5
2025-04-02,UK & Ireland,Online,Electronics,Wireless Earbuds,4,79.99,0.0,319.96,51.99,207.96,112.0
2025-04-03,APAC,In-store,Home & Kitchen,Coffee Grinder,5,39.99,0.0,199.95,23.99,119.95,80.0
2025-04-03,APAC,Online,Apparel,Wool Socks 3-pack,3,14.99,0.2,35.98,6.0,18.0,17.98
2025-04-03,APAC,Online,Home & Kitchen,Cookware Set,1,129.99,0.15,110.49,84.49,84.49,26.0
2025-04-03,EMEA,Online,Home & Kitchen,Air Fryer,7,89.99,0.15,535.44,62.99,440.93,94.51
2025-04-03,LATAM,In-store,Media & Entertainment,Blu-ray Box Set,1,39.99,0.0,39.99,29.99,29.99,10.0
2025-04-03,LATAM,Online,Apparel,Running Tee,1,24.99,0.0,24.99,11.25,11.25,13.74
2025-04-03,LATAM,Online,Media & Entertainment,Vinyl Record,4,27.99,0.0,111.96,16.79,67.16,44.8
2025-04-03,North America,Online,Apparel,Running Tee,7,24.99,0.25,131.2,11.25,78.75,52.45
2025-04-03,North America,Online,Media & Entertainment,Board Game,2,34.99,0.1,62.98,19.24,38.48,24.5
2025-04-03,UK & Ireland,Online,Apparel,Running Tee,1,24.99,0.0,24.99,11.25,11.25,13.74
2025-04-03,UK & Ireland,Online,Beauty & Wellness,Vitamin C Serum,8,29.99,0.0,239.92,10.5,84.0,155.92
2025-04-03,UK & Ireland,Online,Home & Kitchen,Cookware Set,4,129.99,0.0,519.96,84.49,337.96,182.0
2025-04-04,APAC,In-store,Electronics,Smart Speaker,5,49.99,0.1,224.96,34.99,174.95,50.01
2025-04-04,APAC,Online,Apparel,Running Tee,3,24.99,0.15,63.72,11.25,33.75,29.97
2025-04-04,APAC,Online,Beauty & Wellness,Collagen Powder,7,34.99,0.0,244.93,14.0,98.0,146.93
2025-04-04,APAC,Online,Media & Entertainment,Vinyl Record,2,27.99,0.0,55.98,16.79,33.58,22.4
2025-04-04,EMEA,In-store,Beauty & Wellness,Vitamin C Serum,8,29.99,0.2,191.94,10.5,84.0,107.94
2025-04-04,EMEA,In-store,Media & Entertainment,Board Game,4,34.99,0.15,118.97,19.24,76.96,42.01
2025-04-04,EMEA,Online,Apparel,Running Tee,8,24.99,0.0,199.92,11.25,90.0,109.92
2025-04-04,EMEA,Online,Beauty & Wellness,Collagen Powder,5,34.99,0.25,131.21,14.0,70.0,61.21
2025-04-04,EMEA,Online,Home & Kitchen,Coffee Grinder,4,39.99,0.0,159.96,23.99,95.96,64.0
2025-04-04,LATAM,Online,Media & Entertainment,Board Game,5,34.99,0.0,174.95,19.24,96.2,78.75
2025-04-04,North America,In-store,Beauty & Wellness,Collagen Powder,7,34.99,0.0,244.93,14.0,98.0,146.93
2025-04-04,UK & Ireland,In-store,Home & Kitchen,Coffee Grinder,12,39.99,0.2,383.9,23.99,287.88,96.02
2025-04-05,APAC,In-store,Home & Kitchen,Air Fryer,1,89.99,0.0,89.99,62.99,62.99,27.0
2025-04-05,APAC,Online,Home & Kitchen,Coffee Grinder,4,39.99,0.0,159.96,23.99,95.96,64.0
2025-04-05,EMEA,In-store,Apparel,Denim Jacket,8,69.99,0.0,559.92,34.99,279.92,280.0
2025-04-05,EMEA,In-store,Home & Kitchen,Air Fryer,10,89.99,0.0,899.9,62.99,629.9,270.0
2025-04-05,LATAM,In-store,Apparel,Running Tee,4,24.99,0.0,99.96,11.25,45.0,54.96
2025-04-05,LATAM,In-store,Home & Kitchen,Coffee Grinder,4,39.99,0.0,159.96,23.99,95.96,64.0
2025-04-05,LATAM,In-store,Media & Entertainment,Board Game,7,34.99,0.0,244.93,19.24,134.68,110.25
2025-04-05,North America,In-store,Beauty & Wellness,Electric Toothbrush,9,59.99,0.25,404.93,32.99,296.91,108.02
2025-04-05,UK & Ireland,In-store,Apparel,Denim Jacket,2,69.99,0.1,125.98,34.99,69.98,56.0
2025-04-05,UK & Ireland,In-store,Beauty & Wellness,Electric Toothbrush,11,59.99,0.0,659.89,32.99,362.89,297.0
2025-04-06,APAC,In-store,Electronics,Smart Speaker,2,49.99,0.2,79.98,34.99,69.98,10.0
2025-04-06,APAC,Online,Electronics,Wireless Earbuds,8,79.99,0.0,639.92,51.99,415.92,224.0
2025-04-06,EMEA,In-store,Beauty & Wellness,Electric Toothbrush,9,59.99,0.1,485.92,32.99,296.91,189.01
2025-04-06,EMEA,Online,Apparel,Denim Jacket,4,69.99,0.0,279.96,34.99,139.96,140.0
2025-04-06,EMEA,Online,Apparel,Running Tee,5,24.99,0.1,112.45,11.25,56.25,56.2
2025-04-06,EMEA,Online,Home & Kitchen,Air Fryer,2,89.99,0.0,179.98,62.99,125.98,54.0
2025-04-06,LATAM,In-store,Apparel,Running Tee,9,24.99,0.2,179.93,11.25,101.25,78.68
2025-04-06,LATAM,In-store,Beauty & Wellness,Collagen Powder,14,34.99,0.0,489.86,14.0,196.0,293.86
2025-04-06,LATAM,In-store,Electronics,Wireless Earbuds,7,79.99,0.0,559.93,51.99,363.93,196.0
2025-04-06,LATAM,In-store,Home & Kitchen,Cookware Set,3,129.99,0.0,389.97,84.49,253.47,136.5
2025-04-06,LATAM,Online,Apparel,Running Tee,4,24.99,0.0,99.96,11.25,45.0,54.96
2025-04-06,LATAM,Online,Media & Entertainment,Blu-ray Box Set,4,39.99,0.0,159.96,29.99,119.96,40.0
2025-04-06,North America,In-store,Apparel,Running Tee,7,24.99,0.0,174.93,11.25,78.75,96.18
2025-04-06,North America,In-store,Electronics,Smart Speaker,11,49.99,0.0,549.89,34.99,384.89,165.0
2025-04-06,UK & Ireland,In-store,Home & Kitchen,Air Fryer,6,89.99,0.15,458.95,62.99,377.94,81.01
2025-04-06,UK & Ireland,Online,Electronics,USB-C Charger,12,19.99,0.0,239.88,10.99,131.88,108.0
2025-04-06,UK & Ireland,Online,Home & Kitchen,Coffee Grinder,4,39.99,0.0,159.96,23.99,95.96,64.0
2025-04-07,APAC,In-store,Home & Kitchen,Air Fryer,7,89.99,0.25,472.45,62.99,440.93,31.52
2025-04-07,EMEA,In-store,Media & Entertainment,Vinyl Record,3,27.99,0.2,67.18,16.79,50.37,16.81
2025-04-07,EMEA,Online,Apparel,Denim Jacket,5,69.99,0.2,279.96,34.99,174.95,105.01
2025-04-07,EMEA,Online,Electronics,Smart Speaker,4,49.99,0.0,199.96,34.99,139.96,60.0
2025-04-07,EMEA,Online,Media & Entertainment,Vinyl Record,5,27.99,0.15,118.96,16.79,83.95,35.01
2025-04-07,LATAM,In-store,Apparel,Denim Jacket,1,69.99,0.0,69.99,34.99,34.99,35.0
2025-04-07,LATAM,In-store,Electronics,Wireless Earbuds,2,79.99,0.0,159.98,51.99,103.98,56.0
2025-04-07,LATAM,In-store,Media & Entertainment,Board Game,2,34.99,0.0,69.98,19.24,38.48,31.5
2025-04-07,LATAM,Online,Apparel,Wool Socks 3-pack,1,14.99,0.0,14.99,6.0,6.0,8.99
2025-04-07,LATAM,Online,Beauty & Wellness,Electric Toothbrush,1,59.99,0.0,59.99,32.99,32.99,27.0
2025-04-07,LATAM,Online,Media & Entertainment,Blu-ray Box Set,1,39.99,0.0,39.99,29.99,29.99,10.0
2025-04-07,North America,In-store,Apparel,Wool Socks 3-pack,4,14.99,0.15,50.97,6.0,24.0,26.97
2025-04-07,North America,In-store,Beauty & Wellness,Electric Toothbrush,5,59.99,0.0,299.95,32.99,164.95,135.0
2025-04-07,North America,In-store,Electronics,USB-C Charger,16,19.99,0.0,319.84,10.99,175.84,144.0
2025-04-07,North America,Online,Electronics,USB-C Charger,8,19.99,0.1,143.93,10.99,87.92,56.01
2025-04-07,North America,Online,Media & Entertainment,Board Game,5,34.99,0.0,174.95,19.24,96.2,78.75
2025-04-07,UK & Ireland,In-store,Apparel,Denim Jacket,2,69.99,0.25,104.98,34.99,69.98,35.0
2025-04-07,UK & Ireland,In-store,Apparel,Wool Socks 3-pack,4,14.99,0.0,59.96,6.0,24.0,35.96
2025-04-07,UK & Ireland,In-store,Home & Kitchen,Air Fryer,10,89.99,0.0,899.9,62.99,629.9,270.0
2025-04-07,UK & Ireland,Online,Beauty & Wellness,Electric Toothbrush,2,59.99,0.0,119.98,32.99,65.98,54.0
2025-04-07,UK & Ireland,Online,Media & Entertainment,Board Game,3,34.99,0.0,104.97,19.24,57.72,47.25
2025-04-08,APAC,In-store,Electronics,USB-C Charger,4,19.99,0.15,67.97,10.99,43.96,24.01
2025-04-08,EMEA,In-store,Apparel,Running Tee,9,24.99,0.0,224.91,11.25,101.25,123.66
2025-04-08,EMEA,In-store,Apparel,Wool Socks 3-pack,6,14.99,0.0,89.94,6.0,36.0,53.94
2025-04-08,EMEA,Online,Electronics,USB-C Charger,7,19.99,0.0,139.93,10.99,76.93,63.0
2025-04-08,LATAM,In-store,Media & Entertainment,Board Game,4,34.99,0.0,139.96,19.24,76.96,63.0
2025-04-08,LATAM,Online,Media & Entertainment,Board Game,3,34.99,0.15,89.22,19.24,57.72,31.5
2025-04-08,North America,In-store,Apparel,Denim Jacket,2,69.99,0.0,139.98,34.99,69.98,70.0
2025-04-08,North America,In-store,Home & Kitchen,Air Fryer,7,89.99,0.1,566.94,62.99,440.93,126.01
2025-04-08,UK & Ireland,Online,Beauty & Wellness,Vitamin C Serum,5,29.99,0.0,149.95,10.5,52.5,97.45
2025-04-09,APAC,In-store,Apparel,Running Tee,10,24.99,0.0,249.9,11.25,112.5,137.4
2025-04-09,APAC,In-store,Beauty & Wellness,Electric Toothbrush,2,59.99,0.0,119.98,32.99,65.98,54.0
2025-04-09,APAC,In-store,Beauty & Wellness,Vitamin C Serum,4,29.99,0.15,101.97,10.5,42.0,59.97
2025-04-09,APAC,In-store,Electronics,Smart Speaker,4,49.99,0.0,199.96,34.99,139.96,60.0
